date5,m_consumerd
2022-07-12,288.68453245342903
2022-07-13,290.41055884451237
2022-07-14,288.1828638652586
2022-07-15,291.859784216251
2022-07-18,292.498573141278
2022-07-19,300.4000369017979
2022-07-20,301.5303618952913
2022-07-21,302.24548602554034
2022-07-22,301.1614840885378
2022-07-25,298.5141733637396
2022-07-26,292.0924709248093
2022-07-27,301.0615151603267
2022-07-28,304.73924579260483
2022-07-29,306.0804877731035
2022-08-01,307.0301363963001
2022-08-02,303.2503003894158
2022-08-03,305.6233517988673
2022-08-04,307.3705723060752
2022-08-05,307.07855597082175
2022-08-08,309.80265511206863
2022-08-09,305.11583330046454
2022-08-10,313.4055218606625
2022-08-11,314.1129617331163
2022-08-12,319.80039112522917
2022-08-15,320.5846388654889
2022-08-16,324.533947584764
2022-08-17,322.29155727602404
2022-08-18,322.96181153351404
2022-08-19,316.00825502287665
2022-08-22,308.7091775390337
2022-08-23,308.1113820525835
2022-08-24,309.2023604051122
2022-08-25,312.96957818517143
2022-08-26,302.30715890200634
2022-08-29,301.6600098699894
2022-08-30,298.37770354073
2022-08-31,296.53076542548416
2022-09-01,297.1991297703869
