date1,m_industrial
2022-08-31,155.681510847968
2022-09-01,156.24687926833695
2022-09-02,154.61806967451767
2022-09-06,155.25378370285034
2022-09-07,158.1421185699669
2022-09-08,158.638300058004
2022-09-09,160.5708723454862
2022-09-12,161.24988250474672
2022-09-13,155.25951272088128
2022-09-14,155.21626161884618
2022-09-15,153.45197079632734
2022-09-16,150.99901248313284
2022-09-19,153.15080319224177
2022-09-20,151.08665493372325
2022-09-21,149.0093564471683
2022-09-22,146.67862537744884
2022-09-23,144.26456048037554
2022-09-26,142.77402698671494
2022-09-27,142.1692788923109
2022-09-28,145.29280384166822
2022-09-29,142.70928996318096
2022-09-30,141.3747375720256
2022-10-03,145.85078605445656
2022-10-04,150.66013074565578
2022-10-05,149.8130792540473
2022-10-06,148.2967102463181
2022-10-07,145.31181106051883
2022-10-10,145.86535710257454
2022-10-11,145.693235216914
2022-10-12,144.05566023491525
2022-10-13,146.75093494879232
2022-10-14,142.96188469190855
2022-10-17,146.57128407504106
2022-10-18,150.19083220249897
2022-10-19,148.51798062711148
2022-10-20,145.70780319780917
2022-10-21,149.22348137159605
2022-10-24,151.3015895534206
2022-10-25,153.63431929253244
2022-10-26,153.96021755321607
2022-10-27,155.2593948132283
2022-10-28,159.20838528710442
2022-10-31,159.0824529802477
2022-11-01,159.085667545731
2022-11-02,155.4045129466701
2022-11-03,156.26714897155762
2022-11-04,158.36201460297042
2022-11-07,159.99771035684122
2022-11-08,161.61400230510816
2022-11-09,159.28189205478978
2022-11-10,166.97991229392386
2022-11-11,165.99979832365707
2022-11-14,164.88953665140514
2022-11-15,166.29530018729133
2022-11-16,165.235525956025
2022-11-17,164.80433978261175
2022-11-18,166.17513851217322
2022-11-21,166.71645182532234
2022-11-22,167.8565117346274
2022-11-23,168.5253200531006
2022-11-25,169.13350143948117
2022-11-28,165.8273791751346
2022-11-29,166.1734179806065
2022-11-30,169.4695170119002
2022-12-01,169.8024088885333
2022-12-02,170.63006997752834
2022-12-05,167.47888996794418
2022-12-06,165.4358127697094
2022-12-07,165.40410553442464
2022-12-08,166.37287616729736
2022-12-09,165.139276620504
2022-12-12,167.83340780155078
2022-12-13,168.42863584209132
2022-12-14,168.1031993402017
2022-12-15,163.8146757692904
2022-12-16,162.81882823480143
2022-12-19,161.91925206055512
2022-12-20,162.08363611633712
2022-12-21,165.03590425285134
2022-12-22,162.77957092749105
2022-12-23,163.82332501540313
2022-12-27,164.4151512481071
2022-12-28,162.31925954045477
2022-12-29,164.42359964267627
2022-12-30,163.62595159943038
2023-01-03,163.6656205460832
2023-01-04,164.80042880290264
2023-01-05,162.7036282049643
2023-01-06,166.95810635025435
2023-01-09,166.56535789128895
2023-01-10,167.5787770683701
2023-01-11,169.723257528769
2023-01-12,170.1675509117745
2023-01-13,170.0595129889411
2023-01-17,168.65899459735766
2023-01-18,166.2316223350731
2023-01-19,162.6766272106686
2023-01-20,165.40519260715794
2023-01-23,167.27443738885827
2023-01-24,168.3565616349916
2023-01-25,167.21198587159853
2023-01-26,168.42058406005034
2023-01-27,169.26674533534694
2023-01-30,167.90013871321807
2023-01-31,171.34186226612812
2023-02-01,173.25671043911495
2023-02-02,175.42421379604855
2023-02-03,174.85113375895733
2023-02-06,174.20190504434947
2023-02-07,174.8415906751478
2023-02-08,173.86088984721417
2023-02-09,172.31960118783488
2023-02-10,172.97930838610674
2023-02-13,174.86856218286462
2023-02-14,174.49470950461722
2023-02-15,176.07759158675736
2023-02-16,174.15404193465776
2023-02-17,175.2361915433729
2023-02-21,170.96770460541183
2023-02-22,170.9949388890653
2023-02-23,171.7546081156344
2023-02-24,170.93700049374556
2023-02-27,172.04629074560629
2023-02-28,171.73477956411
2023-03-01,172.24003059799605
2023-03-02,174.3504879667952
2023-03-03,176.43529693500415
2023-03-06,176.11645304190145
2023-03-07,174.22764953407082
2023-03-08,174.63551384693866
2023-03-09,171.80671352953524
2023-03-10,167.98947418058242
2023-03-13,166.65301557489343
2023-03-14,168.57498179255305
2023-03-15,164.37334742417207
2023-03-16,166.2966487085497
2023-03-17,163.1433457039498
2023-03-20,165.53456552608594
2023-03-21,167.71558322133245
2023-03-22,164.6134323171667
2023-03-23,163.9869527172398
2023-03-24,164.64310477231
2023-03-27,166.08240350517067
2023-03-28,166.88293784373516
2023-03-29,169.2111824911994
2023-03-30,169.66189308424254
2023-03-31,171.9064234140757
2023-04-03,171.9197917113433
2023-04-04,167.6805923565014
2023-04-05,165.3040068471754
2023-04-06,165.15938465015307
2023-04-10,167.01586066065607
2023-04-11,167.88914507788581
2023-04-12,168.64720878085575
2023-04-13,169.10587185782356
2023-04-14,168.97391122096295
2023-04-17,170.2307103904518
2023-04-18,170.97509826196207
2023-04-19,170.4109048714509
2023-04-20,170.6158737234167
2023-04-21,170.35136325939283
2023-04-24,170.8916345029264
2023-04-25,168.15946153692298
2023-04-26,164.76449363296098
2023-04-27,168.28013962668342
2023-04-28,169.60605367454323
2023-05-01,170.44717073440552
2023-05-02,168.75699592281032
2023-05-03,168.47282279504313
2023-05-04,166.490351548066
2023-05-05,169.18622562047597
2023-05-08,168.46987395673185
2023-05-09,169.11925755320368
2023-05-10,168.42095431765995
2023-05-11,167.6405234465728
2023-05-12,167.6494495030996
2023-05-15,168.1949739327302
2023-05-16,165.9510671125876
2023-05-17,168.54253673553467
2023-05-18,169.89189528130197
2023-05-19,169.33514708441658
2023-05-22,169.31816690032548
2023-05-23,167.19907536377778
2023-05-24,165.26383811074334
2023-05-25,165.8194380450893
2023-05-26,167.39141247723555
2023-05-30,166.83064010980968
2023-05-31,164.3446263880343
2023-06-01,166.19030420200244
2023-06-02,171.04449693576709
2023-06-05,169.93667928592578
2023-06-06,171.39563202213597
2023-06-07,174.20218519262366
2023-06-08,174.53657906764263
2023-06-09,173.91892538843928
2023-06-12,175.15919108004184
2023-06-13,177.32062048525424
2023-06-14,177.06867975802035
2023-06-15,179.79204984613366
2023-06-16,179.32551146842337
2023-06-20,178.3953024374472
2023-06-21,179.91839697554306
2023-06-22,178.80293212065826
2023-06-23,177.68063841639338
2023-06-26,179.27610137011553
2023-06-27,182.33995347409635
2023-06-28,182.35155796360326
2023-06-29,184.29717777870798
2023-06-30,185.77301203237997
2023-07-03,185.56126390921102
2023-07-05,184.34838990907411
2023-07-06,182.88568380716686
2023-07-07,183.292207021971
2023-07-10,186.05838816874737
2023-07-11,188.25808628185376
2023-07-12,187.77850960396432
2023-07-13,187.72768422719594
2023-07-14,187.07140386426772
2023-07-17,188.11532824748272
2023-07-18,189.1143403955408
2023-07-19,189.08392836596514
2023-07-20,189.17794415757461
2023-07-21,188.520729606216
2023-07-24,188.70859720900253
2023-07-25,189.06454331166034
2023-07-26,189.5186876606297
2023-07-27,187.64415400737042
2023-07-28,188.70356183438687
2023-07-31,189.5860308569831
2023-08-01,189.6770515957394
2023-08-02,187.6231485701896
2023-08-03,186.81716207555823
2023-08-04,185.69324312983332
